ts,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,city_id
2026-02-21 11:00:00,11.6,35,0.0,4.9,JP_TYO
2026-02-21 12:00:00,13.0,33,0.0,3.7,JP_TYO
2026-02-21 13:00:00,14.1,31,0.0,3.9,JP_TYO
2026-02-21 14:00:00,14.6,31,0.0,4.7,JP_TYO
2026-02-21 15:00:00,14.5,37,0.0,5.4,JP_TYO
2026-02-21 16:00:00,14.3,38,0.0,4.1,JP_TYO
2026-02-21 17:00:00,13.9,40,0.0,2.5,JP_TYO
2026-02-21 18:00:00,13.2,43,0.0,1.5,JP_TYO
2026-02-21 19:00:00,12.1,49,0.0,5.4,JP_TYO
2026-02-21 20:00:00,11.2,62,0.0,4.9,JP_TYO
2026-02-21 21:00:00,10.2,61,0.0,1.9,JP_TYO
2026-02-21 22:00:00,9.9,54,0.0,5.6,JP_TYO
2026-02-21 23:00:00,9.4,52,0.0,4.8,JP_TYO
2026-02-22 00:00:00,8.9,54,0.0,6.3,JP_TYO
2026-02-22 01:00:00,8.1,57,0.0,5.6,JP_TYO
2026-02-22 02:00:00,7.6,58,0.0,4.4,JP_TYO
2026-02-22 03:00:00,6.0,62,0.0,4.4,JP_TYO
2026-02-22 04:00:00,4.9,66,0.0,4.7,JP_TYO
2026-02-22 05:00:00,3.6,76,0.0,4.5,JP_TYO
2026-02-22 06:00:00,2.5,86,0.0,4.3,JP_TYO
2026-02-22 07:00:00,2.4,95,0.0,5.5,JP_TYO
2026-02-22 08:00:00,4.8,87,0.0,4.2,JP_TYO
2026-02-22 09:00:00,7.2,76,0.0,0.6,JP_TYO
2026-02-22 10:00:00,11.1,56,0.0,2.1,JP_TYO
2026-02-22 11:00:00,13.6,48,0.0,5.3,JP_TYO
2026-02-22 12:00:00,15.0,47,0.0,7.9,JP_TYO
2026-02-22 13:00:00,17.1,44,0.0,15.1,JP_TYO
2026-02-22 14:00:00,17.0,49,0.0,16.8,JP_TYO
2026-02-22 15:00:00,17.5,48,0.0,17.9,JP_TYO
2026-02-22 16:00:00,16.9,53,0.0,17.0,JP_TYO
2026-02-22 17:00:00,15.9,63,0.0,15.0,JP_TYO
2026-02-22 18:00:00,14.9,70,0.0,15.6,JP_TYO
2026-02-22 19:00:00,14.6,73,0.0,17.3,JP_TYO
2026-02-22 20:00:00,14.4,76,0.0,17.0,JP_TYO
2026-02-22 21:00:00,15.1,73,0.0,16.0,JP_TYO
2026-02-22 22:00:00,15.3,71,0.0,18.1,JP_TYO
2026-02-22 23:00:00,15.4,71,0.0,17.5,JP_TYO
2026-02-23 00:00:00,15.2,72,0.0,17.3,JP_TYO
2026-02-23 01:00:00,15.1,75,0.0,19.1,JP_TYO
2026-02-23 02:00:00,14.9,78,0.0,18.6,JP_TYO
2026-02-23 03:00:00,14.9,80,0.0,18.0,JP_TYO
2026-02-23 04:00:00,15.1,79,0.0,18.6,JP_TYO
2026-02-23 05:00:00,15.1,79,0.0,20.5,JP_TYO
2026-02-23 06:00:00,15.7,77,0.0,22.2,JP_TYO
2026-02-23 07:00:00,16.1,75,0.0,21.4,JP_TYO
2026-02-23 08:00:00,16.6,74,0.0,19.8,JP_TYO
2026-02-23 09:00:00,19.0,63,0.0,16.8,JP_TYO
2026-02-23 10:00:00,19.9,59,0.0,19.3,JP_TYO
2026-02-23 11:00:00,20.9,54,0.0,17.5,JP_TYO
2026-02-23 12:00:00,21.1,54,0.0,17.6,JP_TYO
2026-02-23 13:00:00,22.0,49,0.0,15.3,JP_TYO
2026-02-23 14:00:00,22.3,48,0.0,12.1,JP_TYO
2026-02-23 15:00:00,22.8,42,0.0,16.3,JP_TYO
2026-02-23 16:00:00,21.7,48,0.0,12.6,JP_TYO
2026-02-23 17:00:00,20.4,52,0.0,11.4,JP_TYO
2026-02-23 18:00:00,19.5,51,0.0,10.5,JP_TYO
2026-02-23 19:00:00,19.4,48,0.0,8.2,JP_TYO
2026-02-23 20:00:00,16.3,61,0.0,17.3,JP_TYO
2026-02-23 21:00:00,13.6,73,0.0,15.3,JP_TYO
2026-02-23 22:00:00,12.4,69,0.0,12.7,JP_TYO
2026-02-23 23:00:00,12.1,68,0.0,12.8,JP_TYO
2026-02-24 00:00:00,11.8,68,0.0,9.3,JP_TYO
2026-02-24 01:00:00,11.8,65,0.0,9.2,JP_TYO
2026-02-24 02:00:00,11.6,65,0.0,7.8,JP_TYO
2026-02-24 03:00:00,11.5,66,0.0,7.2,JP_TYO
2026-02-24 04:00:00,11.4,64,0.0,7.3,JP_TYO
2026-02-24 05:00:00,11.0,65,0.0,7.7,JP_TYO
2026-02-24 06:00:00,10.6,68,0.0,8.0,JP_TYO
2026-02-24 07:00:00,10.6,70,0.0,6.7,JP_TYO
2026-02-24 08:00:00,10.9,71,0.0,5.7,JP_TYO
2026-02-24 09:00:00,11.4,65,0.0,6.0,JP_TYO
2026-02-24 10:00:00,13.0,59,0.0,5.6,JP_TYO
2026-02-24 11:00:00,14.6,53,0.0,5.3,JP_TYO
2026-02-24 12:00:00,17.2,44,0.0,4.8,JP_TYO
2026-02-24 13:00:00,18.2,41,0.0,6.6,JP_TYO
2026-02-24 14:00:00,19.1,42,0.0,9.7,JP_TYO
2026-02-24 15:00:00,18.1,45,0.0,10.8,JP_TYO
2026-02-24 16:00:00,16.8,53,0.0,10.3,JP_TYO
2026-02-24 17:00:00,16.0,57,0.0,7.0,JP_TYO
2026-02-24 18:00:00,15.8,61,0.0,8.9,JP_TYO
2026-02-24 19:00:00,15.3,67,0.0,9.8,JP_TYO
2026-02-24 20:00:00,14.9,71,0.0,7.3,JP_TYO
2026-02-24 21:00:00,13.7,77,0.0,5.0,JP_TYO
2026-02-24 22:00:00,13.6,78,0.0,2.3,JP_TYO
2026-02-24 23:00:00,13.3,78,0.0,2.9,JP_TYO
2026-02-25 00:00:00,13.1,78,0.3,4.8,JP_TYO
2026-02-25 01:00:00,12.2,79,0.4,6.7,JP_TYO
2026-02-25 02:00:00,11.6,82,0.2,6.1,JP_TYO
2026-02-25 03:00:00,11.1,83,0.1,6.8,JP_TYO
2026-02-25 04:00:00,10.9,83,0.0,6.7,JP_TYO
2026-02-25 05:00:00,10.8,83,0.0,7.4,JP_TYO
2026-02-25 06:00:00,10.5,84,0.3,6.4,JP_TYO
2026-02-25 07:00:00,10.2,91,1.9,9.1,JP_TYO
2026-02-25 08:00:00,10.1,93,3.2,10.3,JP_TYO
2026-02-25 09:00:00,10.0,93,5.7,11.5,JP_TYO
2026-02-25 10:00:00,10.2,95,3.5,10.7,JP_TYO
2026-02-25 11:00:00,10.8,97,2.9,7.2,JP_TYO
2026-02-25 12:00:00,11.0,96,6.7,9.2,JP_TYO
2026-02-25 13:00:00,9.9,95,6.3,14.9,JP_TYO
2026-02-25 14:00:00,9.1,94,6.3,16.5,JP_TYO
2026-02-25 15:00:00,8.6,93,4.3,15.5,JP_TYO
2026-02-25 16:00:00,8.0,95,1.6,10.9,JP_TYO
2026-02-25 17:00:00,7.7,96,1.0,11.8,JP_TYO
2026-02-25 18:00:00,7.2,93,0.6,13.6,JP_TYO
2026-02-25 19:00:00,6.8,92,0.6,15.0,JP_TYO
2026-02-25 20:00:00,6.6,91,0.7,14.6,JP_TYO
2026-02-25 21:00:00,6.5,92,0.8,13.2,JP_TYO
2026-02-25 22:00:00,6.8,93,1.3,11.7,JP_TYO
2026-02-25 23:00:00,6.7,94,0.8,12.2,JP_TYO
2026-02-26 00:00:00,6.2,92,0.5,12.9,JP_TYO
2026-02-26 01:00:00,5.9,91,0.2,14.5,JP_TYO
2026-02-26 02:00:00,5.7,89,0.0,15.6,JP_TYO
2026-02-26 03:00:00,6.1,87,0.0,14.2,JP_TYO
2026-02-26 04:00:00,6.2,85,0.0,14.1,JP_TYO
2026-02-26 05:00:00,6.1,84,0.1,14.9,JP_TYO
2026-02-26 06:00:00,6.1,83,0.0,15.3,JP_TYO
2026-02-26 07:00:00,6.1,82,0.0,14.3,JP_TYO
2026-02-26 08:00:00,6.4,81,0.0,13.4,JP_TYO
2026-02-26 09:00:00,7.6,74,0.0,16.2,JP_TYO
2026-02-26 10:00:00,8.6,72,0.0,16.8,JP_TYO
2026-02-26 11:00:00,9.5,70,0.0,19.4,JP_TYO
2026-02-26 12:00:00,10.1,69,0.0,16.2,JP_TYO
2026-02-26 13:00:00,10.9,67,0.0,14.8,JP_TYO
2026-02-26 14:00:00,11.5,66,0.0,14.1,JP_TYO
2026-02-26 15:00:00,11.7,67,0.0,12.8,JP_TYO
2026-02-26 16:00:00,12.1,67,0.0,11.0,JP_TYO
2026-02-26 17:00:00,11.9,69,0.0,8.3,JP_TYO
2026-02-26 18:00:00,11.1,72,0.0,9.9,JP_TYO
2026-02-26 19:00:00,9.8,73,0.0,12.9,JP_TYO
2026-02-26 20:00:00,8.6,76,0.0,12.3,JP_TYO
2026-02-26 21:00:00,8.6,77,0.0,13.2,JP_TYO
2026-02-26 22:00:00,8.4,77,0.0,12.0,JP_TYO
2026-02-26 23:00:00,8.1,79,0.0,11.6,JP_TYO
2026-02-27 00:00:00,7.9,80,0.0,11.3,JP_TYO
2026-02-27 01:00:00,7.8,80,0.0,10.6,JP_TYO
2026-02-27 02:00:00,8.1,79,0.0,10.8,JP_TYO
2026-02-27 03:00:00,8.5,78,0.0,10.1,JP_TYO
2026-02-27 04:00:00,8.5,79,0.0,10.8,JP_TYO
2026-02-27 05:00:00,8.4,80,0.0,9.9,JP_TYO
2026-02-27 06:00:00,8.4,80,0.0,10.4,JP_TYO
2026-02-27 07:00:00,8.6,79,0.0,10.4,JP_TYO
2026-02-27 08:00:00,9.1,78,0.0,9.4,JP_TYO
2026-02-27 09:00:00,9.9,79,0.0,6.9,JP_TYO
2026-02-27 10:00:00,11.8,74,0.0,6.6,JP_TYO
2026-02-27 11:00:00,13.4,67,0.0,8.7,JP_TYO
2026-02-27 12:00:00,14.2,67,0.0,7.3,JP_TYO
2026-02-27 13:00:00,15.7,64,0.0,8.9,JP_TYO
2026-02-27 14:00:00,16.2,62,0.0,6.8,JP_TYO
2026-02-27 15:00:00,15.9,65,0.0,6.0,JP_TYO
2026-02-27 16:00:00,15.9,65,0.0,4.3,JP_TYO
2026-02-27 17:00:00,14.9,73,0.0,4.8,JP_TYO
2026-02-27 18:00:00,13.6,80,0.0,6.2,JP_TYO
2026-02-27 19:00:00,12.9,84,0.0,5.2,JP_TYO
2026-02-27 20:00:00,11.9,87,0.0,5.1,JP_TYO
2026-02-27 21:00:00,11.1,91,0.0,4.6,JP_TYO
2026-02-27 22:00:00,10.8,93,0.0,4.7,JP_TYO
2026-02-27 23:00:00,10.5,94,0.0,5.2,JP_TYO
2026-02-28 00:00:00,10.4,94,0.0,5.5,JP_TYO
2026-02-28 01:00:00,10.4,95,0.0,3.5,JP_TYO
2026-02-28 02:00:00,10.0,96,0.0,0.2,JP_TYO
2026-02-28 03:00:00,9.8,99,0.0,0.3,JP_TYO
2026-02-28 04:00:00,9.9,99,0.0,3.7,JP_TYO
2026-02-28 05:00:00,9.8,100,0.0,5.6,JP_TYO
2026-02-28 06:00:00,9.8,99,0.0,6.7,JP_TYO
2026-02-28 07:00:00,9.9,99,0.0,5.7,JP_TYO
2026-02-28 08:00:00,11.1,92,0.0,5.4,JP_TYO
2026-02-28 09:00:00,13.5,82,0.0,3.6,JP_TYO
2026-02-28 10:00:00,15.8,64,0.0,8.5,JP_TYO
2026-02-28 11:00:00,17.7,48,0.0,20.0,JP_TYO
2026-02-28 12:00:00,17.5,47,0.0,23.8,JP_TYO
2026-02-28 13:00:00,17.8,44,0.0,22.8,JP_TYO
2026-02-28 14:00:00,17.4,43,0.0,22.9,JP_TYO
2026-02-28 15:00:00,17.8,42,0.0,20.7,JP_TYO
2026-02-28 16:00:00,15.9,48,0.0,22.6,JP_TYO
2026-02-28 17:00:00,13.9,52,0.0,20.7,JP_TYO
2026-02-28 18:00:00,12.2,56,0.0,21.1,JP_TYO
2026-02-28 19:00:00,11.2,58,0.0,19.6,JP_TYO
2026-02-28 20:00:00,10.6,59,0.0,20.1,JP_TYO
2026-02-28 21:00:00,10.9,55,0.0,20.9,JP_TYO
2026-02-28 22:00:00,10.1,60,0.0,16.6,JP_TYO
2026-02-28 23:00:00,9.6,61,0.0,14.3,JP_TYO
2026-03-01 00:00:00,9.2,57,0.0,13.7,JP_TYO
2026-03-01 01:00:00,8.6,57,0.0,13.2,JP_TYO
2026-03-01 02:00:00,7.9,59,0.0,13.0,JP_TYO
2026-03-01 03:00:00,8.2,55,0.0,12.4,JP_TYO
2026-03-01 04:00:00,7.8,58,0.0,12.3,JP_TYO
2026-03-01 05:00:00,7.3,61,0.0,13.9,JP_TYO
2026-03-01 06:00:00,6.9,61,0.0,15.0,JP_TYO
2026-03-01 07:00:00,7.1,60,0.0,15.9,JP_TYO
2026-03-01 08:00:00,8.4,55,0.0,13.4,JP_TYO
2026-03-01 09:00:00,10.3,49,0.0,14.8,JP_TYO
2026-03-01 10:00:00,12.1,45,0.0,13.0,JP_TYO
2026-03-01 11:00:00,13.9,41,0.0,10.8,JP_TYO
2026-03-01 12:00:00,15.3,36,0.0,8.9,JP_TYO
2026-03-01 13:00:00,16.4,34,0.0,5.4,JP_TYO
2026-03-01 14:00:00,16.6,36,0.0,4.5,JP_TYO
2026-03-01 15:00:00,16.6,38,0.0,5.8,JP_TYO
2026-03-01 16:00:00,15.9,41,0.0,8.2,JP_TYO
2026-03-01 17:00:00,14.6,47,0.0,5.9,JP_TYO
2026-03-01 18:00:00,13.0,56,0.0,5.7,JP_TYO
2026-03-01 19:00:00,12.2,61,0.0,7.5,JP_TYO
2026-03-01 20:00:00,11.9,67,0.0,7.4,JP_TYO
2026-03-01 21:00:00,11.8,72,0.0,6.5,JP_TYO
2026-03-01 22:00:00,11.7,74,0.0,5.6,JP_TYO
2026-03-01 23:00:00,11.7,75,0.0,5.4,JP_TYO
